Sample	Taxon	TaxonName	MappedReads	Accession	GenomeLength	AvgReadLength	CoveredBases	Co	Ce	R	Pass	Lineage	AccessionName	Farm	Symptoms	PCR	Location	Age	Age_bracket	CP-Values	Virus
barcode31	1349410	Pandoravirus salinus	59	NC_022098.1	2473870	285.565	241	9.741821518511484e-05	0.0067873785140628	0.0143528484499977	False	Viruses;unclassified viruses;unclassified DNA viruses;unclassified dsDNA viruses;Pandoravirus;Pandoravirus salinus	Pandoravirus salinus, complete genome	Farm 7	With Symptoms	Negative PCR	Berne	3	0-4		None_detected
barcode31	2107707	Pandoravirus macleodensis	1	NC_037665.1	1838258	285.565	54	2.9375637152129897e-05	0.0001553333756948	0.1891134923240131	False	Viruses;unclassified viruses;unclassified DNA viruses;unclassified dsDNA viruses;Pandoravirus;Pandoravirus macleodensis	Pandoravirus macleodensis, complete genome	Farm 7	With Symptoms	Negative PCR	Berne	3	0-4		None_detected
barcode31	2107708	Pandoravirus neocaledonia	1	NC_037666.1	2003191	285.565	61	3.0451414767738076e-05	0.0001425448929234	0.2136268381365072	False	Viruses;unclassified viruses;unclassified DNA viruses;unclassified dsDNA viruses;Pandoravirus;Pandoravirus neocaledonia	Pandoravirus neocaledonia, complete genome	Farm 7	With Symptoms	Negative PCR	Berne	3	0-4		None_detected
barcode31	1499987	Prymnesium kappa virus	2	NC_077221.1	1421182	285.565	283	0.0001991300199411	0.0004017889724519	0.4956084750807366	False	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Schizomimiviridae;Biavirus;Biavirus raunefjordenense;Prymnesium kappa virus	Prymnesium kappa virus genome assembly, chromosome: 1	Farm 7	With Symptoms	Negative PCR	Berne	3	0-4		None_detected
barcode31	702736	Chelonid alphaherpesvirus 5	6	NC_075701.1	132233	285.565	257	0.0019435390560601	0.0128737704486795	0.1509689071906268	False	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Alphaherpesvirinae;Scutavirus;Scutavirus chelonidalpha5;Chelonid alphaherpesvirus 5	Chelonid herpesvirus 5, partial genome	Farm 7	With Symptoms	Negative PCR	Berne	3	0-4		None_detected
barcode37	1608255	Suid betaherpesvirus 2	4	NC_022233.1	128367	530.916	1108	0.0086315018657443	0.0164075958172175	0.5260674361984672	False	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Betaherpesvirinae;Roseolovirus;Roseolovirus suidbeta2;Suid betaherpesvirus 2	Porcine cytomegalovirus strain BJ09, complete genome	Farm 49	With Symptoms	Negative PCR	Fribourg	20	17+w		None_detected
barcode37	28295	Porcine epidemic diarrhea virus	3	OM914738.1	28095	530.916	78	0.0027762947143619	0.0551144887506624	0.0503732281165107	False	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Pedacovirus;Alphacoronavirus porci;Porcine epidemic diarrhea virus		Farm 49	With Symptoms	Negative PCR	Fribourg	20	17+w		None_detected
barcode37	194958	Porcine endogenous retrovirus A	167	HQ540592.1	15325	530.916	565	0.0368678629690048	0.9969282628765496	0.0369814602934677	False	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Gammaretrovirus;Gammaretrovirus porConc;Porcine type-C oncovirus;Porcine endogenous retrovirus;Porcine endogenous retrovirus A		Farm 49	With Symptoms	Negative PCR	Fribourg	20	17+w		None_detected
barcode37	194959	Porcine endogenous retrovirus B	125	HQ540594.1	9404	530.916	292	0.031050616758826	0.9991386849350756	0.0310773841779969	False	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Gammaretrovirus;Gammaretrovirus porConc;Porcine type-C oncovirus;Porcine endogenous retrovirus;Porcine endogenous retrovirus B		Farm 49	With Symptoms	Negative PCR	Fribourg	20	17+w		None_detected
barcode37	1580580	Agrotis segetum nucleopolyhedrovirus B	1	NC_025960.1	148981	530.916	57	0.0003825991233781	0.0035573067947242	0.1075530297093227	False	Viruses;Viruses incertae sedis;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus;Alphabaculovirus alteragsegetum;Agrotis segetum nucleopolyhedrovirus B	Agrotis segetum nucleopolyhedrovirus B isolate English, complete genome	Farm 49	With Symptoms	Negative PCR	Fribourg	20	17+w		None_detected
barcode37	419435	Ichnoviriform fumiferanae	2	NC_008907.1	3058	530.916	83	0.027141922825376	0.293357832946838	0.0925215548285519	False	Viruses;Viruses incertae sedis;Polydnaviriformidae;Ichnoviriform;Ichnoviriform fumiferanae	Glypta fumiferanae ichnovirus segment C3, complete sequence	Farm 49	With Symptoms	Negative PCR	Fribourg	20	17+w		None_detected
barcode37	202910	Bubaline alphaherpesvirus 1	2	NC_043054.1	137452	530.916	154	0.001120391118354	0.0076953493267233	0.1455932759885644	False	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Alphaherpesvirinae;Varicellovirus;Varicellovirus bubalinealpha1;Bubaline alphaherpesvirus 1	Bubaline alphaherpesvirus 1 strain b6, complete genome	Farm 49	With Symptoms	Negative PCR	Fribourg	20	17+w		None_detected
barcode37	2035399	Eptesicus fuscus gammaherpesvirus	1	NC_040615.1	166748	530.916	137	0.0008215990596588	0.0031788788673572	0.2584556046144416	False	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Gammaherpesvirinae;unclassified Gammaherpesvirinae;Eptesicus fuscus gammaherpesvirus	Eptesicus fuscus gammaherpesvirus, complete genome	Farm 49	With Symptoms	Negative PCR	Fribourg	20	17+w		None_detected
barcode37	42683	Paramecium bursaria Chlorella virus CVA-1	7	NC_044937.1	326592	530.916	113	0.0003459974524789	0.0113148722585336	0.0305789976743204	False	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae;Chlorovirus;Chlorovirus conductrix;Paramecium bursaria Chlorella virus A1;Paramecium bursaria Chlorella virus CVA-1	Paramecium bursaria Chlorella virus CVA-1, partial genome	Farm 49	With Symptoms	Negative PCR	Fribourg	20	17+w		None_detected
barcode37	693272	Cafeteria roenbergensis virus BV-PW1	6	NC_014637.1	617453	530.916	583	0.0009442014209988	0.0051458053996843	0.1834895313096692	False	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;Aliimimivirinae;Rheavirus;Rheavirus sinusmexicani;Cafeteria roenbergensis virus;Cafeteria roenbergensis virus BV-PW1	Cafeteria roenbergensis virus BV-PW1, complete genome	Farm 49	With Symptoms	Negative PCR	Fribourg	20	17+w		None_detected
barcode37	1349409	Pandoravirus dulcis	54	NC_021858.1	1908524	530.916	122	6.392374421280529e-05	0.0149095346620898	0.0042874405983536	False	Viruses;unclassified viruses;unclassified DNA viruses;unclassified dsDNA viruses;Pandoravirus;Pandoravirus dulcis	Pandoravirus dulcis, complete genome	Farm 49	With Symptoms	Negative PCR	Fribourg	20	17+w		None_detected
barcode37	1349410	Pandoravirus salinus	32	NC_022098.1	2473870	530.916	226	9.13548407959998e-05	0.0068439765350549	0.0133482106971113	False	Viruses;unclassified viruses;unclassified DNA viruses;unclassified dsDNA viruses;Pandoravirus;Pandoravirus salinus	Pandoravirus salinus, complete genome	Farm 49	With Symptoms	Negative PCR	Fribourg	20	17+w		None_detected
barcode37	2107708	Pandoravirus neocaledonia	1	NC_037666.1	2003191	530.916	55	2.7456193643042525e-05	0.0002650000177306	0.1036082709660337	False	Viruses;unclassified viruses;unclassified DNA viruses;unclassified dsDNA viruses;Pandoravirus;Pandoravirus neocaledonia	Pandoravirus neocaledonia, complete genome	Farm 49	With Symptoms	Negative PCR	Fribourg	20	17+w		None_detected
barcode37	702736	Chelonid alphaherpesvirus 5	4	NC_075701.1	132233	530.916	208	0.0015729810259163	0.0159317408452159	0.0987325265455038	False	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Alphaherpesvirinae;Scutavirus;Scutavirus chelonidalpha5;Chelonid alphaherpesvirus 5	Chelonid herpesvirus 5, partial genome	Farm 49	With Symptoms	Negative PCR	Fribourg	20	17+w		None_detected
barcode36	106966	Enterovirus G	1	MZ328115.1	7391	388.016	646	0.0874035989717223	0.0511442025765649	1.708963960106244	False	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus geswini;Enterovirus G		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	28295	Porcine epidemic diarrhea virus	3	OM914738.1	28095	388.016	74	0.0026339206264459	0.0405859717026452	0.0648973158938638	False	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Pedacovirus;Alphacoronavirus porci;Porcine epidemic diarrhea virus		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	2853797	Porcine associated circular DNA virus-2	1	MW601953.1	2997	388.016	83	0.0276943610276943	0.1214374164586439	0.2280545966417673	False	Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;unclassified Cressdnaviricota;Porcine associated circular DNA virus-2		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	2805939	Circular ssDNA virus sp.	2	MT135238.1	2976	388.016	71	0.0238575268817204	0.2295368418389369	0.1039376802895151	False	Viruses;unclassified viruses;unclassified DNA viruses;unclassified ssDNA viruses;Circular ssDNA virus sp.		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	2805939	Circular ssDNA virus sp.	3	MT135246.1	2880	388.016	224	0.0777777777777777	0.332478268933859	0.2339334177454177	False	Viruses;unclassified viruses;unclassified DNA viruses;unclassified ssDNA viruses;Circular ssDNA virus sp.		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	2805939	Circular ssDNA virus sp.	1	MT135248.1	3025	388.016	130	0.0429752066115702	0.1203839311133541	0.3569845760486471	False	Viruses;unclassified viruses;unclassified DNA viruses;unclassified ssDNA viruses;Circular ssDNA virus sp.		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	106966	Enterovirus G	1	MK593172.1	8042	388.016	639	0.0794578463068888	0.04710322244187	1.686887694466075	False	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus geswini;Enterovirus G		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	2035365	Influenza A virus (A/swine/Guangxi/BB2/2013(H1N1))	4	MF927789.1	2280	388.016	1260	0.5526315789473685	0.4937526142682578	1.1192479046746302	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Guangxi/BB2/2013(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1592733	Influenza A virus (A/swine/Guangdong/5/2013(H1N1))	14	KP404173.1	1497	388.016	1488	0.9939879759519038	0.9734503880431072	1.0210977243021937	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Guangdong/5/2013(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1855183	Influenza A virus (A/swine/Ningjin/03/2014(H1N1))	11	KX296775.1	1701	388.016	1022	0.6008230452674898	0.918668001586294	0.6540154269333741	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Ningjin/03/2014(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1855183	Influenza A virus (A/swine/Ningjin/03/2014(H1N1))	1	KX296777.1	1410	388.016	506	0.3588652482269504	0.2405711584258961	1.491721828065656	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Ningjin/03/2014(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1548043	Influenza A virus (A/swine/Shanghai/3/2014(H1N1))	6	KM594559.1	2280	388.016	1610	0.706140350877193	0.6397996003945553	1.1036898904621482	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Shanghai/3/2014(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1548043	Influenza A virus (A/swine/Shanghai/3/2014(H1N1))	2	KM594560.1	2274	388.016	596	0.2620932277924362	0.2891280563152548	0.9064953126052188	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Shanghai/3/2014(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1548043	Influenza A virus (A/swine/Shanghai/3/2014(H1N1))	2	KM594561.1	1701	388.016	893	0.5249853027630805	0.36632624971242	1.4331086106311353	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Shanghai/3/2014(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1548043	Influenza A virus (A/swine/Shanghai/3/2014(H1N1))	2	KM594562.1	1497	388.016	615	0.4108216432865731	0.4045223661901713	1.015572135493345	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Shanghai/3/2014(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1548043	Influenza A virus (A/swine/Shanghai/3/2014(H1N1))	9	KM594563.1	2151	388.016	951	0.4421199442119944	0.8027923230786305	0.5507276682922271	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Shanghai/3/2014(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1381563	Influenza A virus (A/swine/Guangdong/SS1/2012(H1N1))	8	KF495199.1	1701	388.016	1329	0.781305114638448	0.838763683492159	0.9314961174588716	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Guangdong/SS1/2012(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1476034	Influenza A virus (A/swine/Shandong/SD2/2013(H1N1))	1	KJ577631.1	1701	388.016	693	0.4074074074074074	0.2039637255202625	1.997450313129008	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Shandong/SD2/2013(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1266649	Influenza A virus (A/swine/Finland/si723/2009(H1N1))	8	KC261841.1	1701	388.016	928	0.5455614344503233	0.838763683492159	0.6504352121909954	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Finland/si723/2009(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1315801	Influenza A virus (A/swine/Thailand/CB001/2009(H1N1))	1	KC859228.1	2343	388.016	469	0.2001707212974818	0.1526203768604729	1.3115596057037648	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Thailand/CB001/2009(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1315801	Influenza A virus (A/swine/Thailand/CB001/2009(H1N1))	17	KC859229.2	2233	388.016	1183	0.5297805642633229	0.947869001258742	0.5589174912986815	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Thailand/CB001/2009(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1315801	Influenza A virus (A/swine/Thailand/CB001/2009(H1N1))	4	KC859231.2	1564	388.016	574	0.3670076726342711	0.6293022677946349	0.5831977595129842	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Thailand/CB001/2009(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1315801	Influenza A virus (A/swine/Thailand/CB001/2009(H1N1))	2	KC859232.2	1410	388.016	797	0.5652482269503546	0.4232678345854147	1.335438653173369	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Thailand/CB001/2009(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1211898	Influenza A virus (A/swine/Hungary/362/2011(H1N1))	8	JX398001.1	1410	388.016	1092	0.774468085106383	0.8893639418374255	0.8708112041357695	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Hungary/362/2011(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1197459	Influenza A virus (A/swine/Hunan/3/2008(H3N2))	2	JX138523.1	2341	388.016	333	0.1422469030328919	0.2821509306895776	0.5041518122419093	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H3N2 subtype;Influenza A virus (A/swine/Hunan/3/2008(H3N2))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	930950	Influenza A virus (A/swine/Italy/114347-1/2006(H1N2))	60	JN596926.1	981	388.016	973	0.9918450560652396	0.9999999999506392	0.9918450561141976	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N2 subtype;Influenza A virus (A/swine/Italy/114347-1/2006(H1N2))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	930950	Influenza A virus (A/swine/Italy/114347-1/2006(H1N2))	1	JN596928.1	844	388.016	502	0.5947867298578199	0.3685487877830801	1.6138615824396596	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N2 subtype;Influenza A virus (A/swine/Italy/114347-1/2006(H1N2))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	930988	Influenza A virus (A/swine/Italy/81062/2009(H1N2))	3	JN596929.1	844	388.016	504	0.5971563981042654	0.7482210581850978	0.7981015658029482	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N2 subtype;Influenza A virus (A/swine/Italy/81062/2009(H1N2))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	930988	Influenza A virus (A/swine/Italy/81062/2009(H1N2))	47	JN596930.1	981	388.016	973	0.9918450560652396	0.9999999915572796	0.99184506443911	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N2 subtype;Influenza A virus (A/swine/Italy/81062/2009(H1N2))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	930951	Influenza A virus (A/swine/Italy/22530/2002(H1N2))	22	JN596944.1	2191	388.016	1197	0.5463258785942492	0.9796789622077132	0.5576580692955784	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N2 subtype;Influenza A virus (A/swine/Italy/22530/2002(H1N2))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	930951	Influenza A virus (A/swine/Italy/22530/2002(H1N2))	5	JN596945.1	981	388.016	774	0.7889908256880734	0.8616066731854296	0.9157204212115844	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N2 subtype;Influenza A virus (A/swine/Italy/22530/2002(H1N2))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	930951	Influenza A virus (A/swine/Italy/22530/2002(H1N2))	2	JN596947.1	2299	388.016	379	0.1648542844715093	0.2864851141342543	0.5754375230618591	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N2 subtype;Influenza A virus (A/swine/Italy/22530/2002(H1N2))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1093092	Influenza A virus (A/swine/Jiangsu/zg9/2010(H1N1))	4	JN809101.1	2280	388.016	1268	0.5561403508771929	0.4937526142682578	1.126354240577326	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Jiangsu/zg9/2010(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1093076	Influenza A virus (A/swine/Jiangsu/zg10/2010(H1N1))	8	JN809102.1	2280	388.016	1683	0.7381578947368421	0.7437135844397765	0.9925297993486036	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Jiangsu/zg10/2010(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1093092	Influenza A virus (A/swine/Jiangsu/zg9/2010(H1N1))	6	JN809119.1	2274	388.016	1120	0.4925241864555849	0.6407687394939021	0.7686457782640815	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Jiangsu/zg9/2010(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1093076	Influenza A virus (A/swine/Jiangsu/zg10/2010(H1N1))	4	JN809120.1	2274	388.016	1058	0.465259454705365	0.4946610796818725	0.940562081424687	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Jiangsu/zg10/2010(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1093092	Influenza A virus (A/swine/Jiangsu/zg9/2010(H1N1))	13	JN809136.1	2151	388.016	983	0.4569967456996746	0.9041578329459108	0.5054391269394815	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Jiangsu/zg9/2010(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1093076	Influenza A virus (A/swine/Jiangsu/zg10/2010(H1N1))	7	JN809137.1	2151	388.016	1345	0.6252905625290562	0.7171166324460847	0.8719509968639135	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Jiangsu/zg10/2010(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
barcode36	1093092	Influenza A virus (A/swine/Jiangsu/zg9/2010(H1N1))	7	JN809155.1	1701	388.016	1029	0.6049382716049383	0.7974510437816171	0.7585898549160358	True	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H1N1 subtype;Influenza A virus (A/swine/Jiangsu/zg9/2010(H1N1))		Farm 10	With Symptoms	Negative PCR	Berne	10	9-12		Alphainfluenza
